Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,location_address,location_formattedAddress,location_crossStreet,location_neighborhood,id,location_postalCode,location_city,location_state,location_country,Venue_Category_Real,categories_name,categories_pluralName,cluster_label
Sector 12 Noida,Noida Sector 12,Health,Apollo PHARMACY,28.56833,77.318068,,Noida 201301,,Noida 201301,5b251e6ac876c8002cef10d1,201301,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,22
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Health,Apollo Pharmacy,28.453482,77.0514,"2, Plot No. - 96, Sector - 15, Jharsa Road","2, Plot No. - 96, Sector - 15, Jharsa Road",,"2, Plot No. - 96, Sector - 15, Jharsa Road",52b1e261498e9cef18ab84d5,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,0
Aliganj ,Defence Colony,Health,Popular Medicos,28.57367,77.230333,,India,,New Delhi,4c5e8ff12815c928aff4b767,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,33
Anand Vihar ,,Health,Apollo Medical Store,28.60551491,77.29013204,,India,,New Delhi,4f9ea69ee4b020e61150336e,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,1
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Health,Religare Wellness,28.46593727,77.0993042,"Shopping Mall, Arjun Marg","Shopping Mall, Arjun Marg",,"Shopping Mall, Arjun Marg",4c3b2f2cd94dc9b6725affe7,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,7
Lajpat Nagar,Dayanand Colony,Health,Baxico Medicate,28.5674847,77.24956027,,India,,New Delhi,511c84e8e4b017a41d58d169,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,33
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Health,Religare Wellness,28.6317383,77.3659754,Amarpali Greens,Amarpali Greens,,Amarpali Greens,4e147efae4cd473c9690393a,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,8
C.C.I. ,C.C.I. ,Health,Vasundhra chemist,28.68107605,77.20698547,Bunglow Road,Bunglow Road (Jawahar Nagar),Jawahar Nagar,C.C.I.,4fd47f89e4b02119797a395d,110007,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,20
DLF Phase II III IV,,Health,Apollo Pharmacy,28.45730072,77.08408208,Sushant Vyapar Kendra,Sushant Vyapar Kendra (DLF Sec IV),DLF Sec IV,DLF Sec IV,4fe6af59e4b01b7b6c253d13,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,34
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",,Health,Guardian Pharmacy,28.40606504,77.04233236,,India,,New Delhi,4e5638b9a809ca773dfd04fe,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,18
Masood Pur ,Masood Pur ,Health,Religare Wellness -Vasant Kunj B9,28.52708169,77.14882811,"2, Pocket 8 & 9, Vasant Kunj","2, Pocket 8 & 9, Vasant Kunj",,Masood Pur,4e02cf3fe4cdbd9a51759ad9,110070,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,25
Dwarka,,Health,Health & Care,28.59541,77.048545,Sector 12,Sector 12 (Dwarka),Dwarka,Dwarka,5399cbf2498eda0a5f8291d1,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,12
Sarojini Nagar,Gulmohar Park,Health,Health Square,28.55255813,77.21139432,,India,,New Delhi,4ee706e46da14e7d9c1f3cf8,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,2
Dwarka,,Health,Art of living divine shop,28.59592297,77.04969175,"Shop Number 208, Vardhaman Cee Dee Plaza, Sector 11, Plot Number 6, Dwarka","Shop Number 208, Vardhaman Cee Dee Plaza, Sector 11, Plot Number 6, Dwarka",,"Shop Number 208, Vardhaman Cee Dee Plaza, Sector 11, Plot Number 6, Dwarka",53535924498e42d9a1137c12,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,12
Lajpat Nagar,Dayanand Colony,Health,98.3 Pharmacy,28.56593259,77.24860052,,India,,New Delhi,51111029e4b0e95e219de647,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,33
Anand Vihar ,,Health,R.K Medicos,28.605481,77.289162,,India,,New Delhi,4fa2245ce4b07ed2182c45d2,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,1
Saket,Sarita Vihar,Snacks,J Block Market Saket,28.53627604,77.29502194,J Block Community Center,J Block Community Center (Saket),Saket,Saket,4bd09eff9854d13a7e17f84d,,New Delhi,Delhi,India,Food & Drink,Food & Drink Shop,Food & Drink Shops,9
Saket,,Health,saket city hospital,28.52893849,77.21335372,,India,,New Delhi,5178e499e4b0eafc77406fb7,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,23
Vasant Kunj,Vasant Vihar-1 ,Health,Religare Wellness - Palam Marg,28.57252984,77.16236511,"8, Palam Marg, Vasant Vihar","8, Palam Marg, Vasant Vihar",,Vasant Vihar-1,4e004b9baeb76b6109847327,110057,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,38
Chakkarpur ,Chakkarpur ,Health,Body Care Chemists,28.47193568,77.1018362,"Qutab Plaza Market, DLF City, Phase - 1","Qutab Plaza Market, DLF City, Phase - 1",,"Qutab Plaza Market, DLF City, Phase - 1",4c45b62c8c1f20a1d4233e99,122002,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,7
Sagarpur / Rohini,,Health,Global Hospital,28.66561699,77.08251953,,India,,New Delhi,510abb3ee4b0d3070a4f3f04,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,31
Gurgaon Road ,,Health,98.4,28.481197,77.086177,Central Arcade,Central Arcade (MG Road),MG Road,MG Road,4f4bc007e4b0b8ab49efdfa4,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,7
Greater Noida,,Health,Ratan Medicos,28.47013836,77.50624816,,Greater Noida,,Greater Noida,5101073ee4b0dbb0c5fe5f0f,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,10
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",,Health,Twenty Twenty Pharmacy,28.444166,77.076006,Sushant Estate,Sushant Estate,,Sushant Estate,5017e099e4b0e3bcfc3498cf,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,34
Greater Kailash,,Health,shri kamal medicos- alaknanda,28.52806941,77.24802803,,India,,New Delhi,4f2e5e7ee4b062ad2c0132f4,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,15
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Health,Sunrise Medicos,28.59771,77.319997,,India,,New Delhi,55fec61c498eb461205d42cb,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,22
Sagarpur / Rohini,,Health,Bhandari Homeopathy,28.467296,77.082415,,India,,New Delhi,55df130d498ef7a5c24b8684,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,34
Sagarpur / Rohini,,Health,Apollo,28.7154912,77.1344893,,New Delhi,,New Delhi,4e8ffe55b8f79f71de4feb22,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,11
Sector 12 Noida,Noida Sector 12,Health,Super Medicos,28.57971684,77.33995199,"Sector 25, Opposite Bal Bharti School","Sector 25, Opposite Bal Bharti School (Jal Vayu Vihar Shopping Complex)",Jal Vayu Vihar Shopping Complex,Jal Vayu Vihar Shopping Complex,4ff5ad37e4b00ee3e5669268,201301,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,22
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",Bhondsi ,Health,Apollo Pharmacy,28.412792,77.055573,,Gurugram 122102,,Gurugram 122102,59ca78a46c08d140cc469736,122102,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,18
Karol Bagh,Karol Bagh,Health,Dev nagar karol bag new delhi,28.65328662,77.1872613,,India,,New Delhi,4fabcce0e4b0be1a3d89cac5,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,5
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Health,Guardian Pharmacy,28.597078,77.364922,Shopprix Mall,Shopprix Mall,,Shopprix Mall,51a5b6fb498e3a0a63e00a68,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,16
Chakkarpur ,Chakkarpur ,Health,98.4 Chemists,28.47116637,77.10200411,"DLF Plaza Market, DLF City Phase - 1","DLF Plaza Market, DLF City Phase - 1",,"DLF Plaza Market, DLF City Phase - 1",4c6d5c50a437224bd6c82cb1,122002,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,7
Connaught Place,Connaught Place,Health,Nath Brothers,28.63485527,77.21760559,,India,,New Delhi,4f708a72e4b0ca47b3aec2a7,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,13
Lajpat Nagar,Sant Nagar,Health,Apollo Pharmacy (24 Hour),28.55434154,77.24330664,F Block East of Kailash,F Block East of Kailash,,F Block East of Kailash,4dc056c143a147cd6ed6c839,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,33
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",Gurgaon Sector 45 ,Health,Narayani Chemist,28.456903,77.06338,South City Arcade,South City Arcade,,South City Arcade,5c2cdb6a4c954c002c9372ac,122003,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,0
Civil Lines,Kingsway Camp,Health,Penta Medicos,28.699413,77.191689,Vardhman Shopping Complex,Vardhman Shopping Complex (Derawal Nagar),Derawal Nagar,Derawal Nagar,51507e76e4b05bcb36eca3d7,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,20
"Sector 49, Fatehpur",Gurgaon South City II ,Health,White Knight Medicos,28.421959,77.05249,,Gurugram 122018,,Gurugram 122018,5aae0c01febf317377059832,122018,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,18
Palam Vihar,Carterpuri ,Health,Cambridge Chemist,28.510119,77.026718,,Gurugram 122017,,Gurugram 122017,59a0f1aa75a6ea40d190d342,122017,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,30
Sagarpur / Rohini,,Health,Dev Medicos,28.70757062,77.16296609,,India,,New Delhi,51168bd1e4b08106297ba637,,New Delhi,Delhi,India,Pharmacy,Pharmacy,Pharmacies,11
Baroda House / paharganj,Paharganj,Grocery,Big Apple,28.64338367,77.21427446,New Delhi,New Delhi,,New Delhi,5128ae3ee4b069188c6334de,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,13
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Market,Modern Bazaar,28.46644309,77.09912801,"Shop #23-25, Shopping Mall, Arjun Marg","Shop #23-25, Shopping Mall, Arjun Marg (DLF City, Phase 1)","DLF City, Phase 1","DLF City, Phase 1",4c9cb74a03133704beb057d5,,New Delhi,Delhi,India,Supermarket,Supermarket,Supermarkets,7
Civil Lines,Ghantewala,Grocery,24SEVEN,28.67873199,77.20803735,"SN 23, MCD No 5880, Gr Flr, Sai Dhaam, Near Malka Ganj Chowk","SN 23, MCD No 5880, Gr Flr, Sai Dhaam, Near Malka Ganj Chowk (Jawahar Nagar)",Jawahar Nagar,Jawahar Nagar,4f4acef5e4b0eddb5396c7e1,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,20
Greater Noida,,Grocery,Venkateswara Stores,28.4826196,77.49822288,,India,,New Delhi,527642f511d2c881e00a3872,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,10
Greater Kailash,,Grocery,Verma Store,28.51767579,77.24211217,,India,,New Delhi,4f984a85e4b0bafe889f9ca2,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,15
Rajouri Garden,Tilak Nagar,Grocery,Republic of Chicken,28.63182384,77.0908713,B2B/1,B2B/1 (Shop Number 2),Shop Number 2,Shop Number 2,55689098498e15ee7b5ddf06,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,3
Ghaziabad,,Grocery,Mother Dairy,28.65190645,77.35894843,,India,,New Delhi,5176eb56e4b0025d299df880,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,8
Civil Lines,,Grocery,Big Apple,28.69696838,77.20470742,"Kingsway Camp,north Delhi","Kingsway Camp,north Delhi (Vijaynagar road)",Vijaynagar road,Vijaynagar road,4f2a7e3ce4b012389a15301d,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,20
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Grocery,Safal,28.473339,77.104147,,India,,New Delhi,4f937699e4b0ab5f0a12a7d9,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,7
Ghaziabad,,Grocery,Radhe Krishna Mixture Shop,28.66898314,77.33049908,,India,,New Delhi,511fa195e4b0841ee0fbf7d9,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,36
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Grocery,Power Grid Market,28.4547364,77.07483622,,India,,New Delhi,4fc0cecce4b08acaf460fe58,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,34
Saket,,Grocery,Gourmet Food Bazaar,28.529142,77.219551,"Ground Floor, Select CityWalk","Ground Floor, Select CityWalk (Saket)",Saket,Saket,4d9d77ce83f36ea8056eb894,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,23
Aliganj ,Defence Colony,Grocery,Health is Wealth,28.573215,77.230439,,Delhi,,New Delhi,4eabcc996c250fcc74bf0ba7,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,33
Karol Bagh,Rajender Nagar,Grocery,Big Apple,28.63990313,77.1828418,,"Bara bazaar road, old rajender nagar","Bara bazaar road, old rajender nagar","Bara bazaar road, old rajender nagar",506aacbae4b0499adeb07520,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,5
Vasant Kunj,Vasant Vihar,Grocery,Daily Pick,28.55880289,77.16403887,"20-B, Community Center, Basant Lok Market","20-B, Community Center, Basant Lok Market (Vasant Vihar)",Vasant Vihar,Vasant Vihar,4f8aa1e4e4b0b1c4b0d4f219,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,25
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Grocery,Fresh Produce Shoppe,28.46609989,77.09881217,Arjun Marg,Arjun Marg (DLF Phase 1),DLF Phase 1,DLF Phase 1,4ca0b497604c76b096fd957b,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,7
Sarojini Nagar,Safdarjung Enclave,Grocery,Reliance Fresh,28.56254664,77.19512276,Chaudhary Harsukh Singh Marg,Chaudhary Harsukh Singh Marg,,Chaudhary Harsukh Singh Marg,4c8651fcd92ea093e31d6d72,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,2
Ghaziabad,,Grocery,"Food bazar, shipra mall",28.63579173,77.3699046,,India,,New Delhi,4de65ed5d1648041649dbf00,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,8
Lajpat Nagar,Sant Nagar,Market,Sabka Bazar,28.55697075,77.24465847,East Of Kailash,East Of Kailash,,East Of Kailash,4eeaf1d7e3000c69e0fe981d,,New Delhi,Delhi,India,Supermarket,Supermarket,Supermarkets,33
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Grocery,Planet Needs,28.419344,77.05226,,Gurugram 122018,,Gurugram 122018,59998d5f8ad62e36c290c07d,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,18
"Sector 49, Fatehpur",,Grocery,Modern Bazaar,28.427143,77.05715,,Gurugram 122018,,Gurugram 122018,5c7b6ba4cad1b6002d18517c,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,18
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",,Grocery,Needs Gourmet Hypermart,28.40243978,77.04544146,,Gurgaon 122001,,Gurgaon 122001,4eed9c610aaf1d45b222c171,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,18
Dwarka,,Grocery,Modern Bazaar,28.593971,77.04329,,New Delhi 110075,,New Delhi,5843bb7b0393cc195f08a785,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,12
Palam Vihar,,Market,24Seven,28.511343,77.039608,,Gurugram 122017,,Gurugram 122017,5bba206ac58ed7002cb80b97,,New Delhi,Delhi,India,Convenience Store,Convenience Store,Convenience Stores,30
Saket,Shahpur Jat,Grocery,"Daily needs ,Haus Khaz",28.54080093,77.21242175,Haus Khaz,Haus Khaz (Shiwailik road),Shiwailik road,Shiwailik road,4f313709e4b0c190b8e81a95,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,2
Masood Pur ,,Grocery,Keysi Market,28.54808865,77.167274,JNU,JNU (Munirka),Munirka,Munirka,4f3ac370e4b0039c25c7b3b9,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,25
"Sector 11, 12, 14, 15, 16, 24, 25 Gurugram",,Grocery,Honey Money Top,28.457706,77.04463,,India,,New Delhi,5b61c571e97dfb0037e33f0d,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,0
Lajpat Nagar,Dayanand Colony,Grocery,Safal Pure Veg - Central Market,28.568289,77.242156,Lajpat nagar,Lajpat nagar,,Lajpat nagar,4d5d4b2b590b224bb967aa6d,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,33
Aliganj ,,Grocery,Sumitra,28.60286756,77.23745336,,India,,New Delhi,4f2e396ee4b03caf53a8f392,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,26
Dwarka,,Grocery,37 Krishna Super Marche Dwarka,28.595457,77.0412,,Delhi 110075,,New Delhi,5bfd426daa6c95002cd86095,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,12
Dwarka,,Grocery,Patanjali Store,28.581652,77.071088,,New Delhi 110075,,New Delhi,5ec0cd5d9990b8000702522b,,New Delhi,Delhi,India,Organic Grocery,Organic Grocery,Organic Groceries,12
Dwarka,,Grocery,More.,28.60454803,77.03683923,Hotel radisson blu,Hotel radisson blu (Dwarka),Dwarka,Dwarka,539f0f96498e06f4cc8a8157,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,12
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Grocery,Needs Supermarket,28.41369895,77.06370652,,India,,New Delhi,4f857eaee4b042f37bb8f24f,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,18
Lajpat Nagar,New Friends Colony,Grocery,Modern Bazaar,28.56271066,77.2689725,New Friends Colony,New Friends Colony (Community Center),Community Center,Community Center,50ab7b60e4b02dee074c1141,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,9
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",,Grocery,Le Marche,28.444902,77.08088,,Gurugram 122022,,Gurugram 122022,5d42f1a94737a20007d3fedd,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,34
Vasant Kunj,Vasant Kunj,Market,24 Seven,28.524626,77.159462,"B1, Vasant Kunj","B1, Vasant Kunj",,"B1, Vasant Kunj",5d7e0a1004b75b000811917f,,New Delhi,Delhi,India,Convenience Store,Convenience Store,Convenience Stores,25
"Sector 11, 12, 14, 15, 16, 24, 25 Gurugram",,Grocery,Spencer's,28.47325588,77.04763971,"SCO-78, Shopping Complex, Sec 14","SCO-78, Shopping Complex, Sec 14",,"SCO-78, Shopping Complex, Sec 14",4d4e9a5a20d3236ae8369d28,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,0
Faridabad,,Grocery,Bhagtan Di Hatti,28.380976,77.29988,"127, 128 & 164","127, 128 & 164 (main market NIT)",main market NIT,main market NIT,57dbbdad498e58ab9db5092c,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,4
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Grocery,every little thing,28.520583,77.384265,Gejha Market,Gejha Market (Sec93),Sec93,Sec93,5bb2f7f412c8f0002c44e1de,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,6
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Grocery,Ever Green,28.453158,77.080974,"C Block, Sushant Lok 1.","C Block, Sushant Lok 1.",,"C Block, Sushant Lok 1.",596a1c131fa76313eabcf62d,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,34
Ghaziabad,,Grocery,Muskan Bakers And Confectioners,28.682906,77.486699,,Gh?zi?b?d 201002,,Gh?zi?b?d 201002,5a857fcff0b49033ebadd328,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,17
Sagarpur / Rohini,,Grocery,Raj Mandir Super Market,28.698682,77.11788,,New Delhi 110085,,New Delhi,59688569bcbf7a5c8aba7938,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,11
Rajouri Garden,,Grocery,Mother dairy,28.58833635,77.3047524,Eastend apartments,Eastend apartments (New Ashok Nagar),New Ashok Nagar,New Ashok Nagar,4cffa8924f56b60ccccf9d37,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,22
Masood Pur ,Munirka,Grocery,Mother Dairy,28.55302219,77.17439532,"Munirka DDA Flats, Munirka","Munirka DDA Flats, Munirka",,"Munirka DDA Flats, Munirka",4b6aed49f964a52039e72be3,,New Delhi,Delhi,India,Grocery Store,Grocery Store,Grocery Stores,25
Connaught Place,Baroda House ,Apparel,H&M,28.63417,77.2192,"Inner Circle, B Block, Connaught Place","Inner Circle, B Block, Connaught Place",,Baroda House,5811a07638fa65669b796c53,110001,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,13
Rajouri Garden,,Apparel,Zara | ?????,28.64246809,77.10653617,Ground Floor Pacific Mall,Ground Floor Pacific Mall (Tagore Garden),Tagore Garden,Tagore Garden,4d874b038de9721ef4576a51,,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,3
Saket,Pushp Vihar,Apparel,Zara,28.5284908,77.21879395,"Press Enclave Marg, Pushp Vihar","Press Enclave Marg, Pushp Vihar (Select City Walk)",Select City Walk,Select City Walk,4c00d637df6c0f47d6fe8b22,,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,23
Saket,,Apparel,Lifestyle,28.47926224,77.08158363,Metropolis mall,Metropolis mall,,Metropolis mall,4f9d595be4b06091698114c2,,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,7
DLF Phase II III IV,,Apparel,Zara,28.50568645,77.09575503,Ambience mall,Ambience mall,,Ambience mall,51bc11d1498e1315efdf9b6c,,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,19
Saket,"Distt. Court Complex, Saket ",Apparel,H&M,28.5280842,77.2182409,"Select Citywalk, District Centre, Saket","Select Citywalk, District Centre, Saket (Saket)",Saket,Distt. Court Complex  Saket   ,561147ae498e7627cc982741,110017,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,23
Greater Noida,"Gamma 1, Greater Noida",Market,RELAXO,28.481606,77.49866,,Greater Noida 201308,,Greater Noida 201308,5a157cd158002c7dfce12325,201308,New Delhi,Delhi,India,Shoes,Shoe Store,Shoe Stores,10
Sector 12 Noida,Noida Sector 12,Apparel,Zara,28.568043,77.32083,,Noida 201301,,Noida 201301,5a16aaf1acb00b186a1d84de,201301,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,22
Lajpat Nagar,Dayanand Colony,Apparel,Reid & Taylor,28.56806795,77.24614778,Lajpat Nagar,Lajpat Nagar,,Lajpat Nagar,4db17535fa8ca4b3e9f745eb,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,33
DLF Phase II III IV,,Apparel,Levi's Store,28.50395641,77.096979,Ambience Mall,Ambience Mall,,Ambience Mall,4e18567dd4c062b044e6a31c,,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,19
Sector 12 Noida,Noida Sector 12,Apparel,H&M,28.56724472,77.32122456,"Plot No - M 03, Sector 18","Plot No - M 03, Sector 18 (Sector 18)",Sector 18,Sector 18,575971a9498e16b16cb20658,201301,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,22
Saket,,Bed & Breakfasts,Massimo Dutti,28.519665,77.225381,"Select City walk, Saket","Select City walk, Saket",,"Select City walk, Saket",5735b0a4498e16adb63c867f,,New Delhi,Delhi,India,Boutique,Boutique,Boutiques,23
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Apparel,Marks & Spencer,28.56810352,77.32504731,The Great India Place,The Great India Place,,The Great India Place,4e479f16887781a619bab541,,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,22
Saket,Shahpur Jat,Apparel,Needledust,28.5496,77.2142,"40 B, Ground Floor","40 B, Ground Floor (Shahpur jat)",Shahpur jat,Shahpur jat,56923c72498ee87de0ce5ca0,,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,2
Sagarpur / Rohini,,Apparel,Stanmax,28.69412478,77.14971565,,P. P. Tower,P. P. Tower,P. P. Tower,4f1c09cee4b044fd36219887,,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,11
Saket,,Apparel,Fabindia,28.52878869,77.21960786,,India,,New Delhi,4ff9772fe4b05369d0cebea0,,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,23
Greater Kailash ,Greater Kailash,Apparel,Fabindia,28.55651646,77.23319814,5 N-Block Market,5 N-Block Market (Greater Kailash),Greater Kailash,Greater Kailash,4c600d3c3986e21eac4c934f,,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,33
Saket,Pushp Vihar,Apparel,Shoppers Stop,28.52978961,77.21955299,MGF Mall,MGF Mall (Saket),Saket,Saket,4c8537ad77be76b0a80cb576,110017,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,23
Masood Pur ,Masood Pur ,Apparel,Uniqlo,28.541481,77.15549,Ambience Mall,Ambience Mall (Nelson Mandela Marg),Nelson Mandela Marg,Masood Pur,5d971f63cd9cbf0008d71b3c,110070,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,25
